"","id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
"54",54,"woman",1990,"nf_rel","yes","Wawer",25,"no","yes","MA+","soc/beh","partial","yes","flexible","educ","high","high","high",2,4,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,5,2,6,6,5,2,6,5,5,5,6,1,6,2,6,7,1,"not_often",3,2,2,2,2,3,2,5,5,3,"few","often",6,2,3,4,6,3,3,7,7,7,"few","often",7,7,4,6,6,7,3,6,4,6,4,5,6,4,6,7,5,"not_everyday",4,1,7,1,2,5,1,1,1,7,5,3,6,6,"not_often","not_often","not_often","not_often","not_often","not_often","never",1,1,"regularly","ind","hundreds","tens","few",0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,4,4,1,NA,3,4,4,4,0,4,4,0,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,5,3,5,5,4,3,4,4,4,4,5,4,3,4,4,4,4,2,NA,4,3,5,2,4,24,"pro","high:mng/pro/self","2-3","mid/high"
"55",55,"woman",1990,"nf_rel","yes","Targówek",8,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"<=med","<=med","<=med",NA,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,4,4,4,6,3,4,5,7,4,4,4,4,4,4,4,4,4,"not_often",4,4,4,4,5,5,4,4,6,4,"few","often",4,5,4,4,4,4,4,6,4,4,"many","not_often",4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,"everyday",NA,5,4,5,4,4,4,4,4,4,4,4,4,5,"not_often","not_often","often","not_often","sometimes","sometimes","often",4,4,"sometimes","run","tens","few/zero","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,4,0,0,3,4,0,2,2,0,4,4,4,2,2,2,2,4,3,2,4,4,4,2,4,4,2,1,3,2,4,3,4,5,3,4,2,1,4,4,2,3,3,3,4,2,3,3,4,3,3,3,24,NA,NA,NA,NA
"56",56,"woman",1991,"nf_rel","yes","Ursynów",5,"no","no","MA+","soc/beh","partial","yes","flexible","journal","high","high","high",2,3,"no_car","apartment","rent","no_tv","pc","tablet","everyday","no_blog/web",0,4,4,5,3,4,1,5,6,4,4,4,2,4,2,5,4,4,"not_often",6,5,5,5,5,4,4,5,5,5,"few","often",6,6,6,6,6,3,6,6,6,6,"many","often",6,4,6,6,4,5,2,3,3,6,2,4,3,3,4,6,5,"not_everyday",6,6,6,5,4,6,3,6,6,6,4,6,6,6,"often","not_often","not_often","sometimes","not_often","sometimes","not_often",4,3,"regularly","ind","tens","few/zero","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,4,3,3,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,1,2,3,4,3,4,4,4,3,3,2,4,3,4,2,3,4,4,5,2,2,4,2,4,2,3,23,"pro","high:mng/pro/self","2-3","mid/high"
"57",57,"woman",1990,"single","yes","Praga Południe",5,"no","yes","MA+","leisure","full","yes","flexible","educ","high","high","high",0,3,"no_car","apartment","own","tv","pc","tablet","everyday","no_blog/web",2,5,4,7,5,6,4,7,5,7,7,7,1,7,1,7,4,4,"often",4,6,6,7,5,7,7,6,7,6,"few","often",7,4,4,5,6,3,5,6,6,4,"many","often",6,4,5,7,5,4,5,6,5,7,5,4,5,5,6,6,5,"everyday",4,3,6,3,4,6,1,5,3,6,5,5,5,6,"often","not_often","often","sometimes","sometimes","sometimes","often",5,3,"regularly","run","hundreds","hundreds+","many",1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,4,4,4,4,4,4,4,4,4,0,4,0,4,4,3,4,3,4,2,4,4,4,3,4,4,4,4,4,3,1,1,4,4,3,4,4,5,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,24,"pro","high:mng/pro/self","0-1","low"
"58",58,"woman",1986,"single","yes","Żoliborz",10,"no","no","MA+","leisure","partial","yes","full","high_serv","<=med","<=med","<=med",2,2,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",1,6,4,6,3,6,1,7,6,5,3,3,4,3,4,5,5,4,"not_often",3,3,7,3,3,5,3,3,5,3,"few","often",6,3,3,5,5,6,5,3,3,5,"few","not_often",5,6,6,3,5,5,1,2,5,5,6,6,1,6,2,3,6,"everyday",4,4,6,2,3,6,1,3,6,6,5,5,5,7,"often","not_often","not_often","sometimes","not_often","not_often","not_often",2,1,"sometimes","run","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,2,0,1,4,2,4,3,1,4,2,0,4,3,4,3,0,4,0,4,1,2,0,4,4,4,0,5,2,1,2,2,4,4,3,4,2,3,2,3,4,5,3,2,2,5,5,1,2,5,2,4,1,1,28,"pro","high:mng/pro/self","2-3","mid/high"
"59",59,"man",1991,"nf_rel","yes","Praga Południe",NA,"no","no","<=highschool+tech",NA,NA,"yes","flexible","marketing/PR","<=med","high","high",4,5,"1car+","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",20,6,7,5,6,3,4,7,4,7,7,7,NA,NA,NA,NA,NA,7,"often",1,7,1,1,5,5,1,7,7,7,"many","not_often",1,1,1,1,1,1,1,1,1,1,"few","not_often",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"everyday",1,1,1,7,6,5,1,1,6,1,6,1,6,1,"not_often","not_often","not_often","not_often","sometimes","often","often",5,5,"rarely/never",NA,"tens","few/zero","few",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,"pro","high:mng/pro/self","4-5","mid/high"
"60",60,"woman",1990,"nf_rel","yes","Praga Północ",12,"no","no","BA","leisure","partial","no","no_job",NA,"<=med","<=med","<=med",0,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",5,3,3,3,5,3,3,6,3,4,6,5,1.93854748603352,5,2.97368421052632,4.13609467455621,6,3,"not_often",4,5,5,3,3,4,5,5,5,5,"few","often",2,2,2,2,2,6,2,7,4,4,"many","not_often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_everyday",3,3,3,4,5,4,5,2,5,3,5,2,2,4,"not_often","not_often","not_often","not_often","not_often","not_often","often",3,1,"regularly","ind","hundreds","hundreds+","many",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,3,0,4,0,0,3,3,0,3,0,0,0,2,4,0,4,0,0,4,2,0,4,4,4,0,4,2,2,2,2,2,3,2,3,4,3,4,3,1,2,3,1,4,3,1,4,4,3,3,3,3,3,4,24,NA,NA,"0-1","low"
"61",61,"man",1990,"single","yes","Praga Południe",24,"no","no","MA+","leisure","full","no","no_job",NA,"<=med","<=med","don't_know",0,3,"no_car","apartment","own","tv","pc","tablet","everyday","no_blog/web",1,5,7,7,6,5,7,6,7,7,7,7,4,5,2.97368421052632,4.13609467455621,1,7,"not_often",1,7,4,1,7,NA,1,5,5,7,"few","not_often",5,4,4,4,4,7,4,4,7,7,"few","often",6,7,4,4,4,7,7,7,4,4,4,4,1,7,4,4,4,NA,1,1,1,7,1,5,5,1,5,3,7,1,1,5,"not_often","not_often","not_often","not_often","not_often","often",NA,5,5,"regularly","rival","tens","few/zero","none",1,0,0,1,1,0,0,NA,0,0,0,0,0,1,2,2,2,4,3,4,4,1,1,4,3,3,3,2,0,4,4,4,0,4,4,2,4,4,2,4,4,4,4,4,5,1,3,5,5,5,5,5,5,4,3,1,1,3,4,5,5,4,1,1,3,1,4,1,5,1,5,24,NA,NA,"0-1","low"
"62",62,"woman",1989,"nf_rel","yes","Śródmieście",5,"no","no","BA","soc/beh","full","yes","part","marketing/PR","<=med","<=med","don't_know",0,3,"no_car","other","own","no_tv","pc","no_tablet","everyday","no_blog/web",0,6,2,6,7,2,6,7,6,6,6,6,4,4,4,4,6,4,"often",4,6,6,6,7,6,4,7,6,7,"many","not_often",5,2,6,4,5,5,1,6,5,5,"few","not_often",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"not_everyday",4,4,4,4,4,4,4,4,4,4,4,4,4,4,"often","not_often","not_often","not_often","not_often","not_often","never",2,1,"regularly","ind","tens","few/zero","few",0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,4,4,0,3,4,3,3,3,3,3,3,0,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,2,3,1,1,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,"serv/sales","low:phys/sale/serv/assoc_pro","0-1","low"
"63",63,"man",1988,"nf_rel","yes","Wola",8,"no","no","BA","law/biz/menag","partial","yes","full","educ","high","high","high",4,3,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",15,7,6,7,4,7,4,7,6,4,5,5,1,6,4,4,1,6,"not_often",4,6,4,2,7,4,2,7,7,7,"few","not_often",4,7,4,2,6,5,2,6,7,7,"few","often",7,7,6,5,5,7,2,6,3,7,4,4,4,2,4,3,5,"everyday",2,2,4,7,7,2,6,2,4,4,5,2,2,6,"not_often","not_often","not_often","sometimes","not_often","sometimes","often",5,2,"regularly","ind","tens","few/zero","few",1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,4,2,3,4,2,1,2,3,2,2,1,2,3,3,4,3,4,3,3,4,2,2,4,4,4,4,4,3,1,3,3,2,3,3,3,4,5,5,1,4,2,2,2,5,5,2,4,4,2,4,1,4,3,3,26,"pro","high:mng/pro/self","4-5","mid/high"
"64",64,"man",1989,"nf_rel","yes","Bielany",25,"no","yes","BA","leisure","full","no","no_job",NA,"high","high","<=med",4,2,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",2,2,1,NA,1,3,1,3,3,6,5,5,1,5,5,NA,1,1,"often",2,6,NA,4,2,NA,NA,7,7,7,"many","often",1,7,3,NA,7,5,3,5,1,NA,"few","not_often",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"everyday",NA,6,6,6,6,6,6,6,6,6,6,6,6,6,"often","often","not_often","sometimes","sometimes","sometimes","often",4,1,"regularly","ind","tens","tens","many",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,2,4,4,0,3,2,4,0,0,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,4,2,5,1,3,4,2,5,3,5,5,5,4,4,2,4,5,5,1,4,2,5,25,NA,NA,"4-5","mid/high"
"66",66,"woman",1996,"single","yes","Targówek",13,"no","no","<=highschool+tech",NA,"full","no","no_job",NA,"<=med","high","don't_know",NA,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",2,6,5,6,6,4,4,7,6,4,5,5,1,6,2.97368421052632,5,5,5,"often",4,6,4,6,6,5,5,5,6,6,"few","not_often",5,6,6,5,5,2,6,4,4,4,"few","not_often",5,6,5,4,4,4,4,4,5,6,4,4,5,4,4,4,4,"everyday",3,5,5,3,1,5,2,4,4,4,4,1,5,6,"not_often","not_often","not_often","sometimes","sometimes","not_often","often",4,1,"regularly","ind","tens","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,4,0,0,1,2,0,3,4,0,4,2,1,4,4,0,4,4,4,0,4,2,3,3,3,3,3,3,3,2,4,3,3,2,2,4,2,3,3,2,3,4,3,4,3,3,3,3,18,NA,NA,NA,NA
"67",67,"woman",1987,"single","yes","Śródmieście",8,"no","no","MA+","law/biz/menag","partial","no","no_job",NA,"high","high","<=med",NA,4,"1car+","apartment","rent","tv","pc","tablet","everyday","no_blog/web",1,6,4,6,6,6,5,6,5,4,4,4,1,5,2.97368421052632,5,7,4,"often",2,5,5,4,5,5,4,5,5,6,"many","often",3,3,4,6,5,3,5,5,6,4,"many","often",5,3,5,4,4,5,4,5,2,7,1,1,4,1,4,5,4,"everyday",6,2,2,4,6,1,3,1,4,1,5,1,5,6,"not_often","not_often","often","often","sometimes","sometimes","not_often",2,3,"regularly","ind","hundreds","hundreds+","many",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,1,4,1,4,4,4,0,4,4,3,4,2,4,4,4,2,4,4,4,3,4,3,4,4,4,3,1,4,2,3,3,3,4,3,3,4,4,3,1,5,2,1,5,2,5,2,4,4,2,4,2,4,27,NA,NA,NA,NA
"68",68,"woman",1990,"nf_rel","yes","Ursynów",10,"no","yes","<=highschool+tech","soc/beh","full","yes","flexible","health","high","high","high",3,4,"1car+",NA,"other","tv","pc","tablet","everyday","no_blog/web",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,4,4,4,4,"not_often",4,3,6,6,5,5,NA,6,7,5,"many","not_often",3,2,3,2,4,4,1,6,6,6,"many","often",5,5,3,5,3,4,5,5,4,6,4,4,4,4,5,5,6,"not_everyday",3,1,5,3,2,5,2,4,4,5,5,4,4,4,"often","not_often","often","not_often","not_often","not_often","never",3,2,"regularly","ind","hundreds","hundreds+","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,3,4,2,2,4,4,1,4,4,2,2,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,2,2,3,2,4,3,3,3,3,3,2,2,4,2,1,2,4,4,4,2,3,3,4,4,2,2,24,"pro","high:mng/pro/self","3-4","mid/high"
"69",69,"woman",1990,"single","yes","Ursynów",10,"no","yes","MA+","STEM/med","partial","no","no_job",NA,"high","high","<=med",1,4,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",2,7,4,6,6,3,5,7,5,4,4.5699481865285,6,1,4.40322580645161,4,4,6,4,"often",2,3,6,3,1,6,5,7,6,2,"many","often",5,1,6,4,6,6,1,7,6,6,"few","often",6,1,6,5,4,5,7,7,5,6,2.77777777777778,3.12025316455696,6,4,6,6,6,"everyday",4,2,4,5,4,6,4,4,5,4,6,4,4,5,"often","not_often","often","not_often","not_often","not_often","not_often",3,4,"regularly","run","tens","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,4,4,4,2,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,3,4,4,4,2,2,3,3,4,2,2,4,3,4,3,2,3,3,4,3,3,24,NA,NA,"1-2","low"
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,"woman",1989,"married","yes","Wawer",6,"yes","no","BA","STEM/med","full","yes","flexible","analyst","high","high","<=med",6,4,"1car+","other","rent","no_tv","pc","no_tablet","everyday","no_blog/web",1,1,3,5,1,5,1,6,5,5,2,1,2,3,2.97368421052632,6,1,2,"not_often",3,3,7,4,1,3,3,5,5,3,"few","often",3,3,5,3,5,1,3,6,5,4,"many","not_often",5,4,4,5,5,5,1,4,5,3,4,3.12025316455696,3,3.01123595505618,5,5,3,"not_everyday",4,3,4,1,1,2,1,2,2,5,3,3,5,5,"not_often","often","not_often","not_often","not_often","not_often","never",2,3,"sometimes","ind","hundreds","hundreds+","few",0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,4,2,4,3,4,3,1,4,4,4,0,4,4,4,4,2,4,0,4,3,0,4,4,2,4,4,4,0,4,1,4,5,1,1,1,1,2,4,4,5,2,1,2,4,1,1,4,1,4,1,3,4,2,4,1,4,25,"pro","high:mng/pro/self","6-7","mid/high"
"72",72,"woman",1988,"nf_rel","yes","Białołęka",26,"no","no","MA+","soc/beh","partial","yes","full","analyst","high","high","high",2,4,"1car+","apartment","own","no_tv","pc","no_tablet","everyday","no_blog/web",1,1,4,5,4,6,1,6,6,6,1,1,1,1,6,7,5,4,"not_often",5,3,6,7,4,4,7,7,5,6,"few","often",5,5,6,7,6,4,4,7,6,7,"many","not_often",3,4,4,7,6,4,1,1,5,4,4,6,1,2,5,2,4,"not_everyday",5,6,5,4,5,2,2,5,2,5,5,7,7,6,"often","often","not_often","not_often","sometimes","sometimes","not_often",3,3,"sometimes","ind","hundreds","tens","few",1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,1,4,4,4,4,1,2,3,4,4,4,4,4,2,4,4,4,2,3,4,4,4,4,5,1,1,5,4,5,5,4,5,2,2,3,4,3,5,1,5,5,5,5,1,2,5,1,5,1,4,26,"pro","high:mng/pro/self","2-3","mid/high"
"73",73,"woman",1989,"single","yes","Żoliborz",6,"no","no","MA+","STEM/med","partial","yes","flexible",NA,"<=med","high","don't_know",4,4,"1car+","apartment","own","tv","pc","no_tablet","everyday","blog/web",1,3,5,2,5,2,2,5,5,5,5,5,1,5,2.97368421052632,1,2,2,"not_often",3,3,5,2,3,5,5,4,6,7,"few","not_often",1,2,2,5,5,6,1,6,6,5,"few","not_often",4,5,4,2,5,3,2,6,3,4.84183673469388,2.77777777777778,3.12025316455696,3,3.01123595505618,5,5,6,"everyday",4,3,3,4,3,4,3,3,3,4,6,4,2,5,"often","not_often","often","sometimes","sometimes","often","often",5,1,"regularly","ind","hundreds","few/zero","few",1,0,0,1,1,1,0,0,0,0,0,0,0,1,4,1,3,3,4,2,2,1,2,4,4,4,4,3,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,2,3,3,3,3,4,3,5,3,1,2,1,4,1,1,4,1,4,3,3,4,1,2,3,5,25,"pro","high:mng/pro/self","4-5","mid/high"
"74",74,"woman",1993,"single","yes","Białołęka",20,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","office/service","high","high","<=med",0,4,"no_car","other","own","tv","pc","no_tablet","everyday","no_blog/web",2,6,5,6,7,6,5,6,5,5,6,5,1,7,1,6,4,4,"not_often",5,5,6,5,3,6,7,4,6,6,"few","not_often",7,4,7,6,6,4,6,5,5,4,"few","often",4,5,4,3,3,5,3,4,5,4,1,2,6,2,4,4,5,"everyday",3,1,4,3,4,4,1,4,1,4,6,4,6,6,"often","often","not_often","sometimes","sometimes","not_often","often",4,3,"sometimes","ind","hundreds","hundreds+","many",1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,2,3,2,3,3,2,2,4,2,4,2,3,4,4,4,3,4,3,3,3,4,3,4,4,3,3,4,5,1,1,3,4,5,5,5,5,3,2,4,3,4,5,2,2,4,4,2,3,2,5,3,4,1,3,21,"cler_sup","low:phys/sale/serv/assoc_pro","0-1","low"
"75",75,"woman",1988,"nf_rel","yes","Mokotów",22,"no","no","MA+","STEM/med","partial","yes","flexible","self_employ","high","high","high",1,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","blog/web",25,5,2,5,7,2,2,7,7,3,5,2,1,5,4,2,2,2,"often",5,6,7,7,5,5,6,5,6,5,"many","often",7,3,3,5,7,3,5,3,7,7,"many","often",7,4,5,7,5,7,1,4,3,1,1,2,7,1,3,3,7,"everyday",2,1,5,4,5,2,2,5,1,4,4,7,5,4,"not_often","not_often","not_often","not_often","not_often","sometimes","often",5,1,"regularly","rival","thousands","hundreds+","many",1,0,1,1,1,1,0,0,1,0,0,0,1,1,4,4,4,4,4,4,4,1,3,4,4,2,4,4,4,3,2,3,3,4,3,3,3,4,2,3,3,3,3,2,4,1,2,5,4,5,5,4,4,2,3,1,4,2,5,2,4,3,2,4,2,2,5,2,5,1,5,26,"self_employ","high:mng/pro/self","1-2","low"
"76",76,"woman",1990,"single","yes","Śródmieście",5,"no","no","<=highschool+tech","STEM/med","full","yes","part","health","high","high","<=med",1,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",0,1,1,1,5,1,1,5,4,1,6,6,1,4,2.97368421052632,4.13609467455621,3.84357541899441,1,"not_often",3,3,6,5,6,2,3,4,3,1,"few","often",1,4,1,1,1,1,1,6,7,1,"many","not_often",5,1,1,1,1,1,1,6,1,5,2.77777777777778,3.12025316455696,1,3.01123595505618,1,4,3,"not_everyday",1,6,1,1,1,5,1,1,4,1,1,1,3,6,"not_often","not_often","often","sometimes","not_often","not_often","never",1,1,"regularly","rival","tens","few/zero","few",0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,4,0,4,1,2,0,0,4,2,2,4,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,5,1,1,3,2,4,3,3,3,2,2,1,1,5,2,1,1,3,5,5,1,2,3,2,2,2,1,24,"pro","high:mng/pro/self","1-2","low"
"77",77,"woman",1990,"nf_rel","yes","Bielany",5,"no","no","BA","human/lang","full","yes","flexible","office/service","<=med","<=med","<=med",1,4,"no_car","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",0,6,4,7,4,5,2,7,7,6,5,5,4,6,4,4,5,4,"often",5,4,5,1,1,5,1,5,5,4,"many","not_often",4,2,4,6,6,4,4,5,7,6,"many","often",6,4,6,5,6,6,2,5,1,4,1,1,7,1,3,6,5,"everyday",4,3,3,3,5,5,3,4,6,3,4,6,5,6,"often","not_often","often","sometimes","sometimes","sometimes","not_often",4,2,"regularly","ind","hundreds","tens","many",1,NA,1,1,0,1,0,0,1,1,0,0,0,0,2,2,3,4,4,3,4,0,1,3,4,1,4,3,2,4,2,3,1,3,1,4,3,3,2,2,4,3,4,3,4,3,3,3,3,2,4,4,5,4,4,1,4,2,5,1,1,4,1,2,5,3,4,4,4,4,4,24,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","1-2","low"
"78",78,"woman",1993,"single","yes","Ochota",21,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"don't_know","high","don't_know",NA,3,"no_car","apartment","family","tv","pc","tablet","everyday","no_blog/web",1,5,1,5,6,4,5,7,4,4,4,6,1,2,2,2,3,3,"often",2,5,5,2,1,7,2,2,7,2,"many","not_often",4,1,4,5,5,5,5,4,5,4,"few","not_often",4,4,4,4,4,5,5,1,1,6,1,3.12025316455696,1,1,1,1,1,"not_everyday",4,4,2,4,5,6,4,1,5,2,5,2,2,5,"not_often","often","often","not_often","sometimes","often","not_often",2,2,"regularly","ind","hundreds","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,0,2,4,4,0,3,4,4,0,3,4,0,0,0,0,4,3,0,4,4,4,0,4,5,1,1,5,3,5,5,5,5,3,1,4,4,5,5,3,5,5,5,4,1,1,5,5,4,1,1,21,NA,NA,NA,NA
"79",79,"woman",1990,"single","yes","Śródmieście",5,"no","no","BA","law/biz/menag","partial","yes","full","manager","high","high","<=med",6,4,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",5,6,3,5,6,2,5,5,4,6,6,5,1,6,2.97368421052632,6,3,3.10285714285714,"not_often",4,3,5,6,5,6,6,5,5,4,"few","not_often",4,6,6,5,4,4,5,5,7,4,"few","not_often",4,4,7,6,4,4,4,6,4,5,2.77777777777778,3.12025316455696,5,3.01123595505618,2,5,6,"everyday",4,5,5,6,7,5,6,4,5,5,6,5,4,5,"often","not_often","not_often","not_often","often","often","not_often",4,4,"rarely/never","ind","thousands","hundreds+","few",1,0,0,0,1,1,0,1,1,0,0,0,0,0,4,2,4,0,4,4,0,0,1,4,4,2,4,3,4,4,2,4,4,4,3,4,3,4,3,4,4,2,4,4,5,1,1,5,4,5,5,5,5,4,4,2,4,3,5,1,3,5,5,5,1,2,5,3,5,2,5,24,"manager","high:mng/pro/self","6-7","mid/high"
"80",80,"woman",1987,"nf_rel","yes","Mokotów",28,"no","no","MA+","soc/beh","partial","yes","full","health","high","high","high",2,3,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",6,1,5,7,3,5,1,7,6,7,5,2,1,7,1,3,3,5,"not_often",7,3,6,5,3,3,5,6,5,3,"many","often",5,4,1,6,7,1,2,6,6,7,"many","not_often",5,6,5,6,4,3,1,3,3,5,1,2,5,2,5,7,4,"not_everyday",7,1,5,1,1,5,1,4,3,6,5,5,6,6,"often","often","often","sometimes","sometimes","sometimes","not_often",4,4,"sometimes","ind","hundreds","hundreds+","few",1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,4,3,2,1,2,4,4,2,2,4,4,4,3,4,3,4,2,2,4,4,2,4,4,4,4,4,4,1,1,4,4,3,4,4,5,2,3,3,3,2,4,1,5,4,2,2,3,3,5,2,5,1,4,27,"pro","high:mng/pro/self","2-3","mid/high"
