"","id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
"1",1,"man",1990,"single","yes","Praga Południe",5,"no","no","MA+","soc/beh","full","no","no_job",NA,"high","high","high",2,2,"no_car","apartment","other","no_tv","pc","no_tablet","everyday","no_blog/web",0,2,3,4,5,4,2,6,6,4,2,2,2,1,5,6,4,3,"not_often",4,6,4,4,6,4,4,5,5,5,"few","often",5,5,3,5,5,4,1,3,6,5,"few","often",5,4,3,4,4,3,3,3,4,5,2,6,1,3,1,2,4,"not_everyday",5,4,6,5,5,1,4,4,4,6,5,5,7,5,"not_often","not_often","not_often","sometimes","sometimes","sometimes","never",2,1,"rarely/never","run","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,3,1,0,2,4,4,1,4,0,4,4,0,4,3,4,2,0,4,4,1,4,4,4,0,4,5,1,2,5,4,4,4,5,3,2,3,4,3,3,4,2,2,4,2,5,1,1,4,1,4,1,3,24,NA,NA,"2-3","mid/high"
"2",2,"man",1988,"single","yes","Śródmieście",4,"no","no","MA+","law/biz/menag","full","yes","full","high_serv","high","high","<=med",10,3,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",5,1,NA,1,5,1,1,4,4,5,4,1,1,5,1,3,1,1,"often",4,4,4,4,4,1,4,4,5,4,"many","often",4,4,3,4,4,1,4,4,5,4,"many","often",5,4,4,4,2,4,1,3,2,1,1,1,4,1,4,5,5,"everyday",3,3,5,4,5,4,4,4,3,4,4,4,6,4,"often","often","often","often","sometimes","often","often",3,1,"regularly","run","hundreds","hundreds+","many",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,3,4,0,2,4,4,2,4,3,4,4,3,0,4,4,4,4,4,4,3,3,4,4,4,3,4,1,3,3,1,4,4,4,4,4,5,1,3,1,4,1,4,5,2,4,3,3,5,1,3,1,3,26,"pro","high:mng/pro/self","10+","mid/high"
"3",3,"woman",1987,"nf_rel","yes","Mokotów",7,"no","no","BA","human/lang","partial","yes","flexible","educ","don't_know","high","<=med",4,4,"no_car","apartment","family","no_tv","pc","tablet","everyday","no_blog/web",0,2,2,6,7,6,6,7,7,4,5,4,4,6,2.97368421052632,4.13609467455621,7,2,"not_often",6,6,6,7,6,7,7,6,7,5,"few","often",3,5,5,5,5,5,4,5,5,5,"few","often",7,7,7,5,5,5,2,6,4,6,4,4,4,4,4,4,4,"everyday",4,3,6,2,2,6,2,4,2,5,5,2,6,6,"often","not_often","not_often","sometimes","not_often","sometimes","often",5,1,"regularly","ind","hundreds","tens","many",1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,3,3,2,0,3,2,0,2,4,4,2,3,3,4,0,3,4,2,4,3,4,3,4,3,4,4,4,4,4,1,2,2,2,2,1,2,4,4,5,5,1,1,1,1,1,1,5,1,4,5,5,3,1,1,2,3,27,"pro","high:mng/pro/self","4-5","mid/high"
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"woman",1990,"single","yes","Mokotów",5,"no","no","BA","law/biz/menag","full","no","no_job",NA,"high","high","<=med",2,4,"no_car","apartment","rent","tv","pc","tablet","everyday","no_blog/web",0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,"often",7,5,7,5,5,1,5,1,5,5,"many","often",6,2,4,7,7,6,6,2,7,7,"many","often",7,6,4,7,6,7,1,5,7,4,4,1,7,1,4,5,7,"everyday",7,2,2,4,7,2,3,6,7,7,6,7,7,7,"often","not_often","often","sometimes","sometimes","often","not_often",3,1,"regularly","ind","thousands","tens","many",1,1,1,1,1,0,0,0,1,0,0,0,1,0,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,1,3,4,5,4,5,4,4,2,4,3,5,3,5,2,3,5,3,5,1,1,4,3,5,1,5,24,NA,NA,"2-3","mid/high"
"6",6,"woman",1988,"nf_rel","yes","Mokotów",26,"no","no","<=highschool+tech","STEM/med","full","yes","part","marketing/PR","<=med","<=med","don't_know",1,4,"no_car","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",0,1,1,1,1,1,1,2,3,2,2,2,1,2,2.97368421052632,4.13609467455621,2,2,"not_often",1,3,3,1,2,1,2,2,2,1,"few","not_often",5,1,1,1,1,1,1,1,7,5,"few","not_often",5,2,2,1,1,5,1,3,3,4,4,4,3,4,3,2,2,"everyday",4,3,1,3,3,5,1,4,2,3,3,4,3,6,"not_often","not_often","not_often","not_often","not_often","not_often","never",2,2,"sometimes","ind","tens","few/zero","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,3,0,2,1,2,3,0,2,2,2,0,4,4,2,4,0,4,4,0,0,0,4,4,4,0,4,1,3,4,2,3,1,1,4,3,4,3,3,1,3,1,5,1,1,3,3,3,1,1,3,2,4,26,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","1-2","low"
"7",7,"woman",1990,"single","yes","Śródmieście",5,"no","no","BA","human/lang","full","yes","part","marketing/PR","high","high","don't_know",0,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,1,4,2,4,1,7,7,3,5,4,1,1,4,4,5,4,"often",7,6,5,3,1,1,5,7,5,1,"many","not_often",3,1,4,7,6,1,3,4,4,5,"many","not_often",4,6,7,6,3,6,1,6,1,4,1,1,6,1,6,6,4,"everyday",6,1,6,1,1,6,1,4,4,6,2,4,6,7,"not_often","not_often","often","sometimes","sometimes","sometimes","never",2,1,"regularly","run","hundreds","few/zero","none",0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,4,3,4,0,4,4,1,2,4,4,0,4,1,4,4,2,4,4,4,2,2,4,4,2,4,4,4,0,4,3,1,4,1,2,2,4,3,4,1,5,5,2,1,5,1,1,5,1,5,1,4,5,1,5,2,5,24,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","0-1","low"
"8",8,"woman",1989,"single","yes","Bemowo",6,"no","no","MA+","human/lang","partial","yes","full","marketing/PR","<=med","<=med","don't_know",NA,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",0,3,4,6,4,5,1,7,6,6,4,4,1,6,2,7,3,3,"often",6,6,6,4,4,4,5,6,3,7,"many","not_often",4,3,4,4,7,4,6,4,5,4,"few","not_often",6,5,6,6,4,6,2,5,6,7,3,4,4,4,6,6,5,"everyday",7,6,5,4,5,6,2,5,7,6,4,5,5,7,"often","not_often","not_often","sometimes","sometimes","not_often","often",3,2,"regularly","run","hundreds","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,4,2,3,2,3,3,3,4,2,2,4,4,3,3,4,3,4,3,3,3,4,2,4,4,4,4,4,5,1,1,2,2,5,3,4,4,2,2,3,2,5,4,1,1,3,4,5,1,1,4,5,5,1,2,25,"tech/assoc_pro","low:phys/sale/serv/assoc_pro",NA,NA
"9",9,"woman",1990,"single","yes","Wilanów",24,"no","yes","BA","human/lang","full","yes","flexible","office/service","high","high","high",2,4,"no_car","other","family","tv","pc","tablet","everyday","no_blog/web",1,2,1,6,7,2,1,6,5,4,5,3,1,6,1,4,4,1,"not_often",5,4,6,3,3,5,3,2,6,3,"few","often",5,4,4,5,6,2,3,6,5,4,"many","often",6,4,6,6,3,5,1,6,1,6,1,1,6,1,6,6,4,"everyday",6,1,3,4,4,3,1,2,4,4,6,6,3,6,"not_often","not_often","not_often","not_often",NA,"sometimes","not_often",1,1,"sometimes","ind","hundreds","hundreds+","many",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,3,4,5,4,4,4,1,1,1,4,1,4,4,1,1,2,3,4,3,4,2,4,24,"serv/sales","low:phys/sale/serv/assoc_pro","2-3","mid/high"
"10",10,"man",1991,"single","yes","Praga Południe",23,"no","no","BA","law/biz/menag","full","no","no_job",NA,"high","high","high",0,5,"1car+","other","own","tv","pc","no_tablet","everyday","no_blog/web",2,3,6,6,4,5,3,6,6,3,6,3,1,6,2.97368421052632,4,4,4,"not_often",6,5,5,3,4,5,2,5,6,3,"few","not_often",5,3,3,5,5,4,4,5,4,3,"few","often",4,5,5,5,5,5,3,5,5,2,1,1,5,1,5,5,4,"everyday",6,1,1,3,6,1,6,5,5,7,5,4,5,5,"often","not_often","often","sometimes","often","often","often",5,4,"regularly","rival","hundreds","hundreds+","many",1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,4,4,3,1,4,4,4,2,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,5,1,1,5,4,5,5,4,5,3,2,3,4,4,5,1,5,3,4,2,2,1,5,1,5,1,2,23,NA,NA,"0-1","low"
"11",11,"woman",1990,"single","yes","Śródmieście",5,"no","no","BA","human/lang","full","yes","flexible","educ","high","high","<=med",2,5,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_often",5,4,5,4,3,1,4,5,4,3,"few","often",3,4,4,6,6,1,5,5,3,6,"many","not_often",3,3,3,5,3,5,3,3,3,3,3,3,6,3,3,6,3,"everyday",6,3,5,4,6,3,4,4,4,5,4,6,5,5,"not_often","often","not_often","not_often","sometimes","often","never",1,1,"sometimes","run","hundreds","hundreds+","none",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,3,0,0,2,4,4,0,0,0,4,4,0,4,0,4,0,0,4,4,3,4,4,4,0,4,5,2,2,3,3,4,4,4,4,2,3,2,2,2,2,2,3,4,2,5,2,2,4,2,4,2,3,24,"pro","high:mng/pro/self","2-3","mid/high"
"12",12,"man",1988,"nf_rel","yes","Wilanów",2,"no","yes","MA+","human/lang","partial","yes","flexible","educ","<=med","<=med","<=med",1,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_often",4,5,4,6,6,4,4,6,6,5,"few","often",5,6,5,5,5,3,3,5,5,6,"many","often",4,6,5,3,5,6,2,2,4,3,2,3,2,3,3,2,6,"everyday",6,6,5,4,6,5,4,4,5,4,6,5,5,6,"not_often","not_often","not_often","sometimes","sometimes","not_often","often",5,5,"regularly","ind","tens","few/zero","few",0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,4,4,4,4,1,2,3,4,4,3,4,4,4,0,2,4,4,2,4,4,4,4,4,3,2,2,2,4,4,4,4,5,2,4,2,2,2,5,2,2,4,2,3,2,3,4,2,4,2,4,26,"pro","high:mng/pro/self","1-2","low"
"13",13,"woman",1989,"single","yes","Żoliborz",25,"no","no","BA","human/lang","full","yes","full","educ","high","high","high",2,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",7,5,3,5,5,4,4,7,7,4,5,4,1,6,2.97368421052632,6,6,4,"not_often",6,4,7,6,3,5,5,5,7,5,"many","not_often",7,4,3,7,7,4,4,4,5,5,"many","not_often",5,7,7,5,4,5,1,6,3,5,3,4,6,4,6,6,4,"everyday",7,4,7,3,7,5,1,6,6,7,6,6,7,7,"often","often","often","often","often","often","often",2,2,"sometimes","ind","tens","tens","few",1,0,0,1,1,1,0,0,0,1,0,0,0,0,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,1,3,5,4,4,5,5,4,1,3,2,4,3,4,3,5,5,1,3,3,3,4,2,5,2,4,25,"pro","high:mng/pro/self","2-3","mid/high"
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"woman",1988,"nf_rel","yes","Wola",15,"no","no","MA+","human/lang","partial","yes","flexible","educ","<=med","high","<=med",NA,4,"1car+","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",4,5,3,3,2,5,6,5,4,4,2,4,5,2,4,5,6,2,"not_often",5,6,6,2,3,2,5,6,6,6,"few","often",6,2,6,5,4,4,3,7,5,7,"few","often",5,5,4,3,4,6,1,2,6,6,3,4,2,4,3,3,5,"everyday",2,3,2,6,7,5,6,6,4,2,5,2,7,5,"not_often","often","not_often","sometimes","often","often","often",3,3,"regularly","ind","tens","tens","none",1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,4,4,4,3,3,4,4,2,4,2,4,3,3,4,3,4,3,4,4,4,3,4,4,0,4,4,5,1,1,5,4,5,5,5,5,1,2,1,4,5,3,1,5,3,3,5,1,1,4,1,5,1,1,26,"pro","high:mng/pro/self",NA,NA
"16",16,"woman",1988,"single","yes","Praga Północ",26,"no","no","MA+","law/biz/menag","partial","yes","flexible","self_employ","<=med","<=med","high",0,4,"no_car","apartment","family","tv","pc","tablet","everyday","blog/web",2,5,7,2,7,2,2,7,7,6,5,2,2,2,2.97368421052632,4,3.84357541899441,3.10285714285714,"often",7,7,7,7,7,7,7,7,7,7,"many","not_often",6,6,4,6,6,4,4,6,4,6,"few","often",7,7,7,7,7,7,3,5,5,5,4,4,4,4,5,5,5,"everyday",7,3,3,3,3,3,2,3,3,3,6,3,3,7,"not_often","not_often","not_often","sometimes","often","often","not_often",4,1,"regularly","ind",NA,"tens","many",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,4,3,3,4,2,4,4,4,2,4,4,1,2,3,4,3,3,2,3,4,3,3,4,4,4,4,4,4,1,1,5,5,5,5,5,5,5,2,1,4,2,5,1,5,5,1,1,4,1,4,4,5,2,5,26,"self_employ","high:mng/pro/self","0-1","low"
"17",17,"man",1988,"nf_rel","yes","Praga Południe",26,"no","no","BA","human/lang","full","yes","flexible","educ","high","high","high",2,3,"no_car","apartment","own","no_tv","pc","tablet","everyday","blog/web",2,2,1,2,2,2,1,7,6,4,4,4,1,4,4,4,4,4,"often",6,6,6,6,6,6,5,6,5,6,"many","often",6,NA,5,6,6,6,6,6,7,4,"many","often",6,6,6,4,4,6,2,4,3,3,1,1,4,1,4,4,4,"everyday",7,7,7,7,7,4,4,6,1,6,6,6,7,7,"often","not_often","often","often","often","often","never",1,1,"regularly","ind","thousands","hundreds+","few",1,1,1,0,1,1,1,0,1,0,0,NA,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,5,5,5,5,5,4,4,5,4,2,3,2,4,4,3,4,NA,1,4,2,4,2,4,26,"pro","high:mng/pro/self","2-3","mid/high"
"18",18,"woman",1990,"single","yes","Praga Północ",24,"no","no","BA","human/lang","partial","yes","full","art/design","<=med","high","<=med",1,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",5,1,1,1,4,1,1,7,7,5,5,5,1,5,2.97368421052632,5,1,1,"often",7,6,7,5,6,3,7,3,5,1,"many","often",4,5,7,7,7,1,6,3,6,4,"many","not_often",5,7,7,4,4,4,1,6,1,6,1,1,1,1,1,1,1,"everyday",7,5,3,3,6,3,3,4,1,4,4,4,7,7,"often","not_often","not_often","sometimes","sometimes","often","not_often",1,1,"rarely/never","ind","hundreds","few/zero","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,2,3,0,2,4,4,0,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,5,4,4,2,3,2,2,4,4,2,2,1,4,1,2,3,1,2,2,5,5,1,4,2,5,24,"pro","high:mng/pro/self","1-2","low"
"19",19,"woman",1983,"single","yes","Mokotów",17,"yes","no","MA+","soc/beh","partial","yes","flexible","educ","high","high","don't_know",3,3,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",5,4,2,5,4,3,2,6,4,5,5,4,1,5,2,4,4,2,"not_often",5,5,5,5,2,5,4,5,5,5,"few","often",5,1,3,5,5,2,2,7,5,5,"few","often",5,5,5,5,3,5,2,5,4,5,4,3,5,3,5,5,4,"everyday",5,2,5,2,5,6,2,5,4,5,5,5,6,5,"not_often","not_often","not_often","often","sometimes","sometimes","not_often",2,2,"sometimes","ind","hundreds","tens","few",1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,2,3,4,4,4,3,3,4,4,4,3,2,2,4,2,4,2,2,4,3,4,4,2,3,2,4,31,NA,NA,"3-4","mid/high"
"20",20,"man",1994,"single","yes","Mokotów",1,"no","no","<=highschool+tech",NA,"full","no","no_job",NA,"high","<=med","high",2,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,5,4,2,4,3,"not_often",4,6,5,5,5,1,2,5,7,6,"few","not_often",5,5,3,2,4,4,3,5,5,3,"few","not_often",4,6,6,5,5,4,1,5,3,4,3,2,2,3,3,4,5,"everyday",4,3,5,3,7,3,7,6,7,7,4,4,6,6,"not_often","not_often","not_often","often","sometimes","often","not_often",2,1,"sometimes","run","tens","tens","few",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,3,3,4,1,3,3,4,1,4,3,4,3,3,4,3,4,4,3,4,4,2,4,4,4,4,4,2,3,4,1,4,2,1,3,4,3,5,4,2,1,4,1,2,3,1,4,1,2,2,1,4,1,4,20,NA,NA,"2-3","mid/high"
"21",21,"woman",1990,"single","yes","Praga Południe",4,"no","no","BA","human/lang","full","yes","flexible","serv/sales","<=med","high","<=med",1,3,"1car+","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",2,1,4,6,6,4,1,6,6,4,4,4,4,4,4,4,4,4,"often",7,7,6,7,4,5,7,5,7,6,"many","not_often",5,4,5,4,5,4,2,4,5,5,"few","often",5,7,6,5,4,5,4,4,4,6,5,4,4,4,4,4,5,"everyday",5,4,5,4,5,6,4,4,4,6,4,6,4,6,"often","not_often","often","often","sometimes","sometimes","often",4,2,"regularly","ind","tens","tens","few",1,0,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,4,0,4,4,4,2,4,3,0,4,3,4,3,4,4,1,1,4,3,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,4,4,4,5,4,3,2,4,2,1,4,1,4,4,2,3,2,3,4,5,24,"serv/sales","low:phys/sale/serv/assoc_pro","1-2","low"
"22",22,"man",1990,"single","yes","Śródmieście",3,"no","no","<=highschool+tech",NA,"partial","yes","flexible","physical","<=med","<=med","<=med",5,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,3,5,6,1,1,7,7,1,1,1,1,1,2.97368421052632,1,1,1,"often",1,NA,1,7,7,6,5,3,7,7,"many","not_often",4,7,1,1,4,7,1,4,7,4,"few","not_often",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"everyday",1,7,6,1,1,1,2,7,2,1,4,6,7,7,"not_often","not_often","not_often","not_often","sometimes","not_often","never",1,1,"rarely/never","ind","tens","few/zero","none",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,4,4,3,4,4,4,0,3,2,1,NA,2,1,2,2,1,1,3,0,1,1,1,3,4,1,4,4,4,4,1,3,4,1,2,3,3,5,2,2,2,4,2,2,1,1,2,3,1,4,2,2,4,24,"factory/machine_op","low:phys/sale/serv/assoc_pro","5-6","mid/high"
"23",23,"man",1983,"married","yes","Śródmieście",5,"yes","no","MA+","STEM/med","partial","yes","full","health","<=med","<=med","<=med",2,3,"no_car","other","rent","no_tv","pc","tablet","everyday","no_blog/web",0,5,2,5,3,5,1,4,5,3,1,2,4,2,2.97368421052632,3,3.84357541899441,3.10285714285714,"not_often",1,5,1,3,5,2,4,1,5,6,"few","often",1,2,2,4,1,3,3,1,7,3,"few","not_often",5,7,1,3,4,2,1,1,3,2,4,5,1,5,1,1,1,"everyday",1,3,2,1,1,2,1,6,5,4,5,2,6,7,"not_often","not_often","not_often","not_often","sometimes","not_often","never",1,1,"sometimes","rival","tens","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,2,2,4,3,0,3,3,1,2,1,3,0,4,1,1,2,1,4,2,1,0,3,3,2,0,3,1,5,4,1,2,1,1,1,3,5,5,1,1,1,4,3,3,4,1,4,3,4,2,1,2,1,4,31,"pro","high:mng/pro/self","2-3","mid/high"
"24",24,"woman",1990,"single","yes","Ursynów",23,"no","no","MA+","soc/beh","full","yes","full","manager","high","<=med","high",3,5,"1car+","other","own","tv","pc","tablet","everyday","no_blog/web",0,4,1,4,1,1,1,5,4,2,4,3,1,3,2.97368421052632,4,4,1,"not_often",2,1,5,3,1,5,1,NA,4,5,"few","often",5,1,3,5,7,2,7,4,5,5,"many","often",3,7,5,5,3,5,1,5,5,7,5,5,4,5,5,5,NA,"everyday",4,1,5,4,6,3,3,4,7,6,5,2,4,3,"not_often","not_often","not_often","sometimes","sometimes","sometimes","never",5,1,"regularly","ind","hundreds","hundreds+","few",1,0,0,0,1,0,0,0,1,NA,0,0,1,0,2,2,2,2,4,2,2,2,2,4,4,3,4,2,3,4,1,4,1,4,4,3,4,4,2,4,4,4,4,4,5,1,1,5,3,5,5,5,4,4,1,5,5,5,5,3,3,5,5,2,1,1,5,5,5,2,1,24,"pro","high:mng/pro/self","3-4","mid/high"
"25",25,"woman",1980,"married","yes","Mokotów",34,"no","no","MA+","human/lang","partial","yes","full","office/service","<=med","<=med","<=med",4,3,"1car+","apartment","other","tv","pc","tablet","everyday","no_blog/web",3,4,5,5,5,4,2,5,5,4,5,3,1,4,2.97368421052632,4,5,5,"often",4,2,5,5,3,3,4,5,4,4,"few","often",3,3,4,5,5,3,3,6,4,5,"many","not_often",3,3,3,3,3,3,3,5,4,4,4,4,6,4,4,5,4,"everyday",4,7,4,2,3,3,1,5,1,5,2,5,5,7,"not_often","not_often","not_often","not_often","sometimes","not_often","not_often",4,5,"sometimes","ind","hundreds","hundreds+","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,4,4,2,4,4,0,3,4,4,3,3,4,4,1,1,1,4,4,4,4,4,4,4,4,3,1,1,4,3,4,4,4,4,2,2,2,2,2,2,3,3,4,2,5,3,4,4,2,4,3,4,34,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","4-5","mid/high"
"26",26,"man",1988,"married","yes","Bielany",4,"no","no","MA+","human/lang","partial","yes","full","educ","<=med","high","<=med",3,3,"no_car","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",0,2,5,5,2,5,1,6,6,4,4,4,4,4,5,4,4,4,NA,2,6,5,6,6,2,2,4,5,5,"few","often",5,6,5,5,2,4,4,3,7,6,"few","often",6,4,2,6,5,3,2,3,4,4,3,6,3,4,4,3,4,NA,4,4,3,2,1,5,2,4,5,3,4,6,5,6,"not_often","not_often","not_often","sometimes","not_often","not_often","often",5,1,"regularly","rival","hundreds","hundreds+","few",1,0,0,0,1,0,0,0,1,0,0,0,1,1,3,3,3,4,2,3,4,2,3,3,4,1,4,3,3,4,2,4,4,4,2,4,4,4,2,4,4,4,4,4,2,3,2,1,4,3,1,4,5,4,5,1,3,1,4,4,1,3,1,5,1,1,4,1,4,1,4,26,"pro","high:mng/pro/self","3-4","mid/high"
