"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCObroad","incomeclass"
195,"single",4,"no","BA","STEM/med","fl_edu","flexible","high","high","high",2,4,"1car+","apartment","own","tv","no_tablet","no_blog/web",1,2,5,2,4,3,1,5,4,3,4,4,1,5,1,1,1,5,"rarely",3,3,1,3,1,3,4,7,4,4,3,"often",1,1,5,4,5,4,4,7,5,4,10,"often",5,4,2,3,1,3,1,5,1,5,1,1,1,1,1,1,5,"everyday",1,1,7,2,1,2,1,1,4,7,4,1,6,5,"regularly","rarely","sometimes","rarely","rarely","sometimes","regularly",5,1,"sometimes","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,4,3,2,2,4,4,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,2,4,5,4,5,4,5,2,2,1,4,1,1,5,1,5,5,3,5,1,5,5,5,22,"high:mng/pro/self","mid/high"
196,NA,3,"yes","BA","STEM/med","fl_edu","no_job","high","high","high",1,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,2,2,4,1,7,1,6,7,4,4,4,1,6,4,6,7,4,"often",2,3,7,7,7,5,7,3,4,6,25,"often",4,7,4,7,7,3,7,4,5,6,45,"rarely",7,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,"everyday",7,2,7,4,6,4,1,2,4,3,5,4,4,7,"rarely","rarely","sometimes","sometimes","regularly","sometimes","rarely",1,1,"sometimes","run","thousands","hundreds","tens+",1,0,0,1,1,1,0,0,1,0,0,0,0,0,3,2,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,3,1,2,2,1,1,5,1,2,1,1,3,1,4,1,5,3,1,3,1,1,1,3,21,"no_job","low"
197,"single",24,"yes","BA","human/lang","fl_edu","part","<=med","high","<=med",1,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",3,1,1,1,5,1,1,7,1,5,4,1,1,1,1,4,2,1,"often",6,2,6,5,5,2,4,3,4,3,10,"often",3,6,1,5,6,1,4,6,3,6,25,"often",6,6,5,4,6,1,1,1,1,5,1,1,1,1,1,1,2,"everyday",6,2,3,2,7,2,2,7,3,7,3,2,6,7,"rarely","rarely","sometimes","regularly","regularly","rarely","never",1,1,"regularly","ind","hundreds","hundreds","few",1,0,1,0,0,0,0,0,1,0,0,0,1,0,4,3,3,4,4,3,4,1,4,4,4,2,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,2,4,2,4,5,1,2,1,2,2,3,1,4,1,2,1,2,1,3,2,1,1,1,3,2,1,1,1,5,24,"high:mng/pro/self","low"
198,"single",21,"no","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","don't_know",0,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",4,5,6,7,5,7,2,7,7,4,4,5,3,3,3,NA,4,7,"often",4,7,3,6,7,6,5,6,7,3,20,"often",4,7,7,4,5,4,2,7,7,4,100,"often",7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,"everyday",5,6,6,1,1,5,1,4,2,6,5,4,4,7,"regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly",5,1,"regularly","ind","hundreds","hundreds","few",1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,2,2,1,2,3,4,0,0,0,4,4,2,4,2,4,3,4,4,4,3,4,0,4,0,4,5,1,2,5,5,5,5,5,5,5,4,5,5,2,5,2,5,NA,4,1,2,1,NA,4,5,1,4,21,"no_job","low"
199,"nf_rel",20,"no","<=highschool+tech","soc/beh","fl_edu","no_job","high","<=med","high",4,3,"1car+","other","own","tv","no_tablet","no_blog/web",3,6,2,5,4,4,2,6,5,5,5,5,1,NA,NA,3,NA,NA,"sometimes",4,5,5,3,5,3,6,6,5,2,6,"often",1,5,5,4,4,5,4,7,6,3,20,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"everyday",6,5,4,2,1,3,1,2,1,4,4,4,4,7,"rarely","rarely","sometimes","sometimes","rarely","never","never",1,1,"never","no_sport","hundreds","hundreds","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,4,3,4,3,1,3,3,3,0,2,4,4,4,3,4,3,0,4,4,0,4,4,4,4,4,3,2,3,4,2,3,4,4,5,5,5,5,1,1,2,3,4,1,1,3,4,2,4,1,3,3,4,20,"no_job","mid/high"
200,"nf_rel",26,"no","BA","human/lang","fl_edu","flexible","don't_know","<=med","don't_know",3,3,"no_car","apartment","rent","tv","tablet","no_blog/web",5,5,4,5,7,6,1,7,7,5,6,5,2,6,NA,7,6,4,"often",5,5,6,5,2,5,7,6,7,4,20,"often",6,6,3,6,6,4,3,4,5,6,19,"often",6,6,6,6,6,5,2,6,3,7,2.81034482758621,3.14792899408284,5,3,6,5,4,"everyday",6,2,6,2,3,6,2,4,5,6,6,6,6,6,"regularly","rarely","sometimes","regularly","sometimes","never","never",1,1,"regularly","ind",NA,NA,"few",1,0,0,1,1,1,0,0,0,0,0,0,1,0,4,1,3,3,3,3,4,0,4,4,4,2,2,2,4,4,4,4,4,0,0,4,4,4,0,4,4,4,3,4,4,1,5,5,2,3,3,2,2,5,5,4,3,1,4,1,5,5,1,3,4,2,5,1,4,3,5,25,"low:phys/sale/serv/assoc_pro","mid/high"
201,"nf_rel",21,"no","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","don't_know",0,3,"1car+","other","own","tv","tablet","no_blog/web",3,5,5,2,5,1,6,6,5,4,5,5,1,NA,4,4,4,4,"sometimes",2,6,6,5,6,2,5,5,5,2,3,"rarely",2,6,5,2,2,1,1,3,4,4,4,"rarely",5,6,5,1,1,1,5,4,2,5,NA,2,2,2,4,4,4,"everyday",5,6,1,4,6,1,4,6,1,1,2,2,6,6,"regularly","never","sometimes","rarely","rarely","rarely","rarely",4,1,"regularly","run","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,4,4,2,2,0,4,4,4,4,0,4,0,0,4,4,0,4,4,4,4,0,3,1,5,5,1,5,5,5,5,3,5,3,3,1,2,1,5,4,1,1,3,1,3,1,3,1,5,20,"no_job","low"
202,"nf_rel",3,"no","BA","law/biz/menag","fl_edu","no_job","high","<=med","<=med",0,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,4,NA,4,7,3,4,6,NA,5,6,5,1,6,1,1,5,1,"sometimes",2,5,5,2,6,6,5,6,6,5,10,"rarely",3,6,5,3,5,3,3,6,3,3,2,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_everyday",2,2,5,2,2,2,2,2,2,4,6,2,2,6,"rarely","rarely","sometimes","rarely","rarely","sometimes","never",1,3,"never","no_sport","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,2,1,2,2,4,2,2,0,2,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,1,1,2,1,1,1,3,3,1,1,1,3,3,1,1,1,5,1,1,2,1,2,1,4,21,"no_job","low"
203,"single",22,"no","MA+","law/biz/menag","no_fl_edu","full","high","high","<=med",3,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",NA,6,2,7,5,3,6,7,6,5,7,2,1,NA,1,4,4,4,"often",3,6,6,7,4,4,3,3,6,5,15,"often",5,2,4,3,5,4,3,4,7,5,12,"sometimes",5,7,4,2,2,6,2,6,4,6,4,4,5,4,6,4,4.34517766497462,"not_everyday",4,1,2,5,3,2,3,4,4,3,5,3,5,1,"regularly","regularly","regularly","sometimes","rarely","regularly","regularly",2,1,"regularly","ind","hundreds","hundreds","few",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,4,4,4,4,3,0,4,4,3,4,2,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,1,3,4,2,4,3,4,5,3,2,2,2,1,2,1,4,4,1,2,4,2,1,2,4,3,5,24,"low:phys/sale/serv/assoc_pro","mid/high"
204,"single",22,"no","BA","human/lang","fl_edu","flexible","<=med","<=med","<=med",0,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",0,2,3,3,5,5,2,5,6,4,4,4,4,4,4,4,4,4,"sometimes",6,5,6,4,2,4,5,4,5,3,3,"often",5,2,4,7,6,2,6,4,5,5,12,"often",5,3,6,4,5,6,4,3,4,5,2.81034482758621,3,4,3,3,6,4,"everyday",5,3,5,6,7,3,4,6,7,7,6,4,6,7,"regularly","regularly","sometimes","regularly","sometimes","rarely","rarely",2,2,"sometimes","ind","thousands","tens","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,4,4,2,3,3,4,3,4,2,3,4,3,4,0,4,4,3,4,4,3,4,4,3,2,4,4,1,3,5,4,4,5,5,5,2,3,4,5,2,5,2,5,4,2,4,2,2,4,2,4,1,3,22,"low:phys/sale/serv/assoc_pro","low"
205,"nf_rel",25,"no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","high","<=med",0,5,"no_car","apartment","other","tv","no_tablet","no_blog/web",10,1,3,6,3,2,1,5,6,4,4,3,NA,7,3,7,5,1,"often",2,5,7,7,2,2,6,5,5,2,10,"often",7,2,1,5,5,4,1,7,4,4,20,"sometimes",6,NA,NA,6,NA,NA,NA,5,3.65714285714286,2,2.81034482758621,5,4,3.04210526315789,6,6,4.34517766497462,"not_everyday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,6,"rarely","never","rarely","sometimes","rarely","never","never",1,1,"regularly","ind","tens","tens","tens+",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,4,0,0,3,3,3,2,3,1,2,4,4,4,0,4,0,0,4,4,0,4,4,4,0,4,5,1,1,5,2,5,3,5,5,1,2,1,4,4,2,1,5,1,5,1,1,NA,1,1,5,1,2,25,"no_job","low"
206,"single",35,"no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","<=med",NA,5,"1car+","apartment","family","tv","tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,6,NA,NA,4,NA,"sometimes",6,5,6,5,4,4,6,5,6,3,4,"often",4,4,4,6,7,3,6,5,4,4,20,"sometimes",6,6,6,7,4,7,1,4.3785046728972,4,6,2.81034482758621,3.14792899408284,7,3.04210526315789,3,7,4.34517766497462,"everyday",6,2,4,1,2,4,1,4,1,4,5,7,6,6,"regularly","regularly","regularly","regularly","rarely","rarely","never",1,1,"sometimes","ind","thousands","hundreds","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,4,4,0,0,0,0,4,4,3,2,2,3,4,2,4,4,4,4,0,4,4,0,4,4,4,4,4,2,1,3,3,3,4,3,3,4,5,5,2,3,1,4,1,3,2,1,3,5,3,3,1,4,4,5,19,"no_job",NA
207,"nf_rel",19,"no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","high","<=med",0,3,"no_car","apartment","family","no_tv","no_tablet","blog/web",3,6,3,5,6,5,5,5,6,6,6,1,2,5,4,6,5,2,"sometimes",3,5,7,3,3,5,3,5,6,6,8,"often",6,2,5,3,5,6,5,5,6,5,8,"sometimes",6,6,5,3,6,5,3,5,5,3,5,3.14792899408284,5,3,3,3,3,"everyday",5,3,5,5,5,5,5,5,6,3,6,5,5,7,"rarely","rarely","regularly","sometimes","rarely","sometimes","rarely",2,2,"sometimes","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,2,4,2,2,4,1,2,4,4,4,2,1,2,4,4,3,2,3,2,4,4,4,5,1,1,5,5,4,5,5,4,2,1,4,4,5,4,4,4,5,5,4,1,2,4,2,5,1,1,19,"no_job","low"
208,"single",1,"no","<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","<=med","high",1,4,"1car+","apartment","rent","no_tv","no_tablet","no_blog/web",0,7,1,5,2,3,1,7,6,5,4,2,1,6,NA,6,6,1,"sometimes",6,5,7,7,1,4,6,5,5,2,3,"often",6,1,2,5,3,3,7,3,4,3,5,"rarely",6,2,6,2,1,1,1,6,4,6,4,4,4,4,5,4,6,"everyday",7,5,6,5,7,4,5,3,5,3,4,5,5,7,"regularly","never","rarely","regularly","sometimes","sometimes","never",1,1,"regularly","ind","tens","few","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,4,1,1,4,0,4,4,4,3,4,4,4,3,2,4,3,4,2,4,4,4,0,4,4,4,4,4,4,2,1,3,3,4,4,4,4,1,4,4,5,2,4,1,3,5,2,5,2,2,4,1,4,1,4,19,"no_job","low"
209,"single",7,"no","MA+","STEM/med","fl_edu","no_job","<=med","<=med","<=med",0,3,"no_car","apartment","own","no_tv","no_tablet","no_blog/web",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,6,2,2,4,7,5,2,7,2,15,"often",2,5,3,3,5,2,5,5,6,6,25,"often",6,6,6,3,4,4,5,4,4,4,2.81034482758621,3.14792899408284,4,3.04210526315789,4,4.27272727272727,4.34517766497462,"everyday",4,3,4,3,2,6,3,4,4,6,6,3,7,4,"rarely","rarely","rarely","rarely","rarely","never","regularly",3,4,"regularly","run","hundreds","few","few",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,4,0,3,4,2,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,2,3,4,5,1,3,1,2,3,5,3,3,5,1,3,4,3,3,1,3,4,5,26,"no_job","low"
210,"nf_rel",4,"no","<=highschool+tech","STEM/med","fl_edu","part","<=med","<=med","<=med",2,4,"no_car","apartment","rent","tv","no_tablet","no_blog/web",1,4,1,6,6,3,4,7,6,4,4,4,NA,4,NA,4,NA,1,"sometimes",6,6,6,4,2,6,5,6,6,5,3,"rarely",5,1,5,5,7,6,5,5,6,6,5,"rarely",NA,6,6,3,3,4,4,6,4,7,2.81034482758621,3.14792899408284,4,3.04210526315789,3.84976525821596,4,4.34517766497462,"everyday",6,6,5,5,4,6,5,5,5,5,5,5,5,7,"regularly","never","sometimes","sometimes","sometimes","sometimes","rarely",3,NA,"sometimes","run","tens","few","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,4,0,2,3,0,0,4,4,1,4,4,1,0,2,4,0,4,0,3,4,4,4,4,4,4,4,4,3,3,2,1,2,3,3,3,2,5,5,3,1,1,4,2,1,4,2,5,5,4,4,1,4,4,5,22,"low:phys/sale/serv/assoc_pro","mid/high"
211,"nf_rel",20,"yes","<=highschool+tech","no_uni_edu","fl_edu","no_job","high","high","<=med",0,3,"no_car","apartment","family","tv","tablet","no_blog/web",2,6,6,6,6,6,6,7,4,5,1,4,1,1,4,4,3,3,"rarely",1,7,7,1,2,4,4,7,7,7,3,"often",7,1,7,1,4,4,4,7,4,2,8,"often",4,4,4,4,4,4,4,1,1,1,1,7,1,7,7,4,1,"everyday",2,4,2,1,4,7,1,4,7,1,7,2,4,7,"rarely","never","sometimes","rarely","sometimes","regularly","rarely",4,4,"sometimes","ind","thousands","hundreds","few",1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,3,4,0,2,3,4,3,3,4,1,4,4,4,0,4,4,2,4,4,0,4,4,4,0,4,5,1,2,5,3,3,5,3,5,3,3,1,5,3,4,1,5,4,4,1,1,1,4,1,3,1,1,20,"no_job","low"
212,"single",6,"no","BA","soc/beh","fl_edu","flexible","high","<=med","<=med",0,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",2,2,2,5,2,5,2,6,5,4,4,4,4,4,NA,4,4,4,"sometimes",5,3,6,5,2,3,5,5,5,3,5,"often",6,2,3,6,5,3,6,6,7,5,20,"sometimes",6,5,5,4,5,5,1,4,4,4,4,4,4,4,4,4,4,"not_everyday",3,3,6,4,3,6,3,5,3,6,5,4,7,6,"regularly","rarely","sometimes","sometimes","rarely","never","never",3,2,"regularly","ind","hundreds","tens","few",1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,2,3,3,0,2,3,4,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,3,4,4,3,5,1,1,4,2,4,2,4,4,4,5,4,4,2,4,1,1,4,1,4,1,1,4,1,4,1,4,22,"low:phys/sale/serv/assoc_pro","low"
213,"nf_rel",19,"no","<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",0,4,"1car+","apartment","own","no_tv","no_tablet","no_blog/web",0,3,7,5,5,4,2,7,6,4,1,2,4,1,6,6,1,3,"sometimes",4,2,5,5,7,3,3,6,4,7,10,"often",5,7,4,5,5,4,5,6,4,4,15,"rarely",6,5,2,2,4,2,1,5,6,4,4,5,1,5,4,3,5,"not_everyday",4,2,6,4,6,5,1,6,2,4,4,4,7,5,"regularly","regularly","sometimes","rarely","rarely","rarely","rarely",3,4,"sometimes","rival","hundreds","tens","few",1,0,0,1,1,1,0,0,1,1,0,1,0,0,4,4,3,3,4,4,3,4,2,4,4,1,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,1,1,5,4,4,5,4,4,4,3,2,4,2,3,4,3,4,2,3,3,2,5,3,5,2,3,20,"low:phys/sale/serv/assoc_pro","low"
214,"single",22,"yes","<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","<=med",0,4,"no_car","other","family","tv","tablet","blog/web",1,5,4,5,6,4,2,7,5,4,5,3,NA,5,NA,5,5,2,"sometimes",6,5,6,5,3,6,4,5,6,5,6,"often",6,3,4,5,7,4,5,3,4,7,10,"sometimes",6,7,7,6,4,5,3,5,4,6,2.81034482758621,2,4,2,6,6,4,"everyday",5,2,4,5,3,5,3,4,5,5,6,3,4,6,"regularly","rarely","sometimes","sometimes","rarely","regularly","regularly",4,4,"regularly","ind","tens","tens","few",0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,2,4,3,3,4,4,2,4,4,2,3,3,3,1,3,4,2,4,2,4,4,4,2,4,4,4,4,4,5,1,3,3,3,5,5,4,4,3,3,5,4,1,4,2,5,5,2,3,2,3,4,1,5,1,5,22,"no_job","low"
215,"single",13,"no","BA","human/lang","fl_edu","no_job","don't_know","don't_know","don't_know",0,4,"no_car","apartment","own","tv","tablet","no_blog/web",2,7,1,5,7,5,4,7,6,5,6,4,1,6,NA,NA,7,1,"often",1,4,5,2,7,5,1,3,7,6,7,"often",1,6,3,5,6,2,1,6,4,4,15,"often",4,5,6,1,5,6,5,1,1,1,2.81034482758621,3.14792899408284,4,3.04210526315789,1,1,1,"everyday",7,1,3,3,5,5,1,1,5,4,5,1,1,6,"rarely","never","regularly","rarely","rarely","never","never",NA,1,"regularly","ind","hundreds","tens","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,0,2,4,1,4,0,4,4,4,4,0,4,4,4,4,4,2,3,4,4,4,4,5,1,1,2,3,3,4,4,3,4,5,1,2,1,3,1,2,4,1,1,4,1,3,1,5,1,4,20,"no_job","low"
216,"nf_rel",21,"no","<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","<=med","<=med",0,3,"no_car","apartment","own","tv","tablet","no_blog/web",20,7,2,7,7,6,2,7,7,4,7,3,1,7,2,2,7,2,"sometimes",1,2,5,4,2,6,4,7,5,6,3,"sometimes",2,2,7,2,7,6,2,2,4,7,10,"often",5,4,7,2,2,5,2,4,4,4,4,4,4,4,4,4,4,"everyday",3,1,5,6,4,3,2,4,2,6,7,4,2,5,"regularly","never","sometimes","rarely","rarely","sometimes","never",1,1,"sometimes","ind","hundreds","tens","few",1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,3,4,0,0,2,3,2,1,0,1,2,4,4,2,3,3,2,4,3,2,4,4,4,4,3,5,1,2,5,4,4,4,4,5,3,4,2,2,2,3,2,3,4,3,2,2,2,4,1,5,2,4,21,"no_job","low"
217,"nf_rel",24,"no","BA","human/lang","fl_edu","flexible","<=med","high","<=med",1,3,"no_car","apartment","family","tv","no_tablet","blog/web",2,1,5,3,1,5,1,7,7,5,5,5,1,5,NA,NA,5,5,"often",4,5,5,5,7,5,5,7,5,5,8,"often",5,7,7,7,3,3,7,7,7,6,100,"sometimes",5,5,5,6,4,4,2,6,6,7,3,3.14792899408284,6,3.04210526315789,6,6,6,"not_everyday",5,5,5,2,3,3,1,5,3,6,5,4,5,6,"rarely","rarely","regularly","sometimes","rarely","never","regularly",5,1,"regularly","run","thousands","hundreds","tens+",1,0,0,1,1,1,0,0,1,0,0,0,1,1,3,4,0,4,0,2,4,3,3,3,4,2,0,1,4,4,3,4,0,0,2,3,4,4,0,4,4,4,4,4,2,1,4,5,3,3,3,3,4,2,4,3,3,2,4,1,5,5,1,2,2,2,4,1,3,1,2,24,"high:mng/pro/self","low"
218,"single",20,"no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","high",1,4,"no_car","other","own","no_tv","tablet","no_blog/web",0,1,1,2,1,2,1,3,3,1,1,1,1,1,1,1,1,1,"rarely",6,5,2,1,4,2,5,5,3,3,5,"often",5,6,4,3,7,2,2,6,6,4,100,"often",3,1,4,4,1,3,1,4,6,3,1,3.14792899408284,5,2,4,4,4,"everyday",5,5,6,1,2,3,1,7,4,7,3,5,6,7,"regularly","regularly","sometimes","regularly","regularly","never",NA,1,1,"regularly","rival","thousands","hundreds","tens+",1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,2,1,4,3,3,0,4,4,4,0,1,4,4,0,0,3,0,3,2,1,3,4,3,4,4,0,4,4,5,1,1,5,3,4,5,4,4,2,3,1,5,5,5,1,3,5,5,5,1,1,5,2,5,1,1,19,"no_job","low"
219,"nf_rel",6,"no","MA+",NA,"fl_edu","flexible","<=med","high","high",1,4,"1car+","apartment","family","tv","no_tablet","no_blog/web",1,3,7,4,4,5,1,7,7,4,4,4,3,4,4,4,4,4,"often",7,4,6,6,5,2,4,6,5,7,7,"often",7,5,3,7,6,4,5,6,6,4,12,"often",5,6,2,7,6,6,1,5,5,4,1,3,1,3,3,3,4,"not_everyday",2,6,7,3,3,3,1,3,2,7,2,4,7,6,"regularly","rarely","regularly","sometimes","sometimes","rarely","regularly",5,1,"regularly","run","hundreds","hundreds","few",1,0,0,1,1,1,NA,1,1,NA,NA,NA,1,1,4,4,2,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,3,3,4,3,3,4,3,4,3,4,2,2,3,4,4,3,4,4,4,2,4,2,4,2,5,1,3,4,2,4,2,3,4,1,5,1,5,24,NA,"low"
220,"single",16,"no","<=highschool+tech","human/lang","fl_edu","flexible","high","high","high",0,3,"no_car","apartment","family","tv","tablet","no_blog/web",2,5,4,4,6,4,3,7,6,5,5,5,NA,4,4,5,5,4,"often",5,5,6,5,7,6,4,7,6,7,10,"often",5,7,7,6,7,4,6,7,4,6,60,"rarely",6,5,5,4,4,3,3,5,5,4,4,5,3,5,5,5,4,"everyday",3,6,3,2,2,5,2,4,5,4,5,4,6,7,"regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly",3,3,"regularly","rival","hundreds","hundreds","few",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,4,1,3,4,1,3,2,4,2,3,2,1,2,4,4,3,4,3,4,4,4,2,4,4,4,2,4,4,1,3,4,3,3,4,3,4,3,4,3,3,2,3,1,3,4,3,3,1,2,4,1,3,2,4,20,"high:mng/pro/self","low"
221,"single",22,"no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","high",0,3,"no_car","apartment","own","tv","tablet","no_blog/web",3,4,4,7,1,6,1,5,6,4,7,1,1,7,1,4,2,1,"sometimes",6,4,7,3,7,1,1,5,3,4,5,"often",6,7,1,7,7,1,6,4,7,4,40,"rarely",7,7,1,7,4,4,1,6,1,3,4,1,4,1,2,7,4,"everyday",5,6,5,4,6,4,2,6,4,7,2,1,6,4,"rarely","never","rarely","sometimes","sometimes","rarely","never",2,1,"sometimes","ind","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,2,4,0,2,4,4,0,2,1,2,2,4,4,1,4,3,4,4,3,4,4,4,4,3,4,5,1,1,5,4,5,5,5,3,3,2,1,3,2,4,1,3,4,5,2,2,1,5,1,5,1,3,21,"no_job","low"
222,"nf_rel",9,"no","BA","human/lang","fl_edu","no_job","<=med","<=med","<=med",0,3,"no_car","other","rent","no_tv","no_tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,4,6,4,5,3,5,7,6,6,10,"often",7,4,4,6,7,5,4,6,7,6,50,"often",4,4,3,6,3,5,1,2,3,4,1,1,6,1,3,7,4,"everyday",4,2,6,2,4,3,1,6,7,7,4,5,6,4,"regularly","rarely","regularly","regularly","sometimes","rarely","rarely",5,4,"regularly","ind","hundreds","tens","zero",1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,3,0,3,3,4,3,4,4,0,3,4,4,4,3,4,0,4,1,4,4,4,3,4,3,4,0,4,5,1,1,5,4,4,5,5,5,2,4,5,4,2,5,1,2,5,2,5,1,1,5,1,5,1,4,24,"no_job","low"
