"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCObroad","incomeclass"
76,"single",5,"no","<=highschool+tech","STEM/med","fl_edu","part","high","high","<=med",1,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",0,1,1,1,5,1,1,5,4,1,6,6,1,4,NA,NA,NA,1,"rarely",3,3,6,5,6,2,3,4,3,1,5,"often",1,4,1,1,1,1,1,6,7,1,15,"rarely",5,1,1,1,1,1,1,6,1,5,2.81034482758621,3.14792899408284,1,3.04210526315789,1,4,3,"not_everyday",1,6,1,1,1,5,1,1,4,1,1,1,3,6,"rarely","never","regularly","sometimes","rarely","never","never",1,1,"regularly","rival","tens","few","few",0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,4,0,4,1,2,0,0,4,2,2,4,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,5,1,1,3,2,4,3,3,3,2,2,1,1,5,2,1,1,3,5,5,1,2,3,2,2,2,1,24,"high:mng/pro/self","low"
77,"nf_rel",5,"no","BA","human/lang","fl_edu","flexible","<=med","<=med","<=med",1,4,"no_car","apartment","family","no_tv","no_tablet","no_blog/web",0,6,4,7,4,5,2,7,7,6,5,5,4,6,4,4,5,4,"often",5,4,5,1,1,5,1,5,5,4,10,"sometimes",4,2,4,6,6,4,4,5,7,6,20,"often",6,4,6,5,6,6,2,5,1,4,1,1,7,1,3,6,5,"everyday",4,3,3,3,5,5,3,4,6,3,4,6,5,6,"regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",4,2,"regularly","ind","hundreds","tens","few",1,NA,1,1,0,1,0,0,1,1,0,0,0,0,2,2,3,4,4,3,4,0,1,3,4,1,4,3,2,4,2,3,1,3,1,4,3,3,2,2,4,3,4,3,4,3,3,3,3,2,4,4,5,4,4,1,4,2,5,1,1,4,1,2,5,3,4,4,4,4,4,24,"low:phys/sale/serv/assoc_pro","low"
78,"single",21,"no","<=highschool+tech","soc/beh","fl_edu","no_job","don't_know","high","don't_know",NA,3,"no_car","apartment","family","tv","tablet","no_blog/web",1,5,1,5,6,4,5,7,4,4,4,6,1,2,2,2,3,3,"often",2,5,5,2,1,7,2,2,7,2,20,"sometimes",4,1,4,5,5,5,5,4,5,4,4,"sometimes",4,4,4,4,4,5,5,1,1,6,1,3.14792899408284,1,1,1,1,1,"not_everyday",4,4,2,4,5,6,4,1,5,2,5,2,2,5,"rarely","rarely","regularly","rarely","sometimes","regularly","rarely",2,2,"regularly","ind","hundreds","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,0,2,4,4,0,3,4,4,0,3,4,0,0,0,0,4,3,0,4,4,4,0,4,5,1,1,5,3,5,5,5,5,3,1,4,4,5,5,3,5,5,5,4,1,1,5,5,4,1,1,21,"no_job",NA
79,"single",5,"no","BA","law/biz/menag","no_fl_edu","full","high","high","<=med",6,4,"1car+","apartment","own","tv","tablet","no_blog/web",0.5,6,3,5,6,2,5,5,4,6,6,5,1,6,NA,6,3,NA,"sometimes",4,3,5,6,5,6,6,5,5,4,2,"rarely",4,6,6,5,4,4,5,5,7,4,5,"sometimes",4,4,7,6,4,4,4,6,4,5,2.81034482758621,3.14792899408284,5,3.04210526315789,2,5,6,"everyday",4,5,5,6,7,5,6,4,5,5,6,5,4,5,"regularly","rarely","sometimes","rarely","regularly","regularly","rarely",4,4,"sometimes","ind","thousands","hundreds","few",1,0,0,0,1,1,0,1,1,0,0,0,0,0,4,2,4,0,4,4,0,0,1,4,4,2,4,3,4,4,2,4,4,4,3,4,3,4,3,4,4,2,4,4,5,1,1,5,4,5,5,5,5,4,4,2,4,3,5,1,3,5,5,5,1,2,5,3,5,2,5,24,"high:mng/pro/self","mid/high"
80,"nf_rel",28,"no","MA+","soc/beh","no_fl_edu","full","high","high","high",2,3,"1car+","apartment","own","tv","no_tablet","no_blog/web",6,1,5,7,3,5,1,7,6,7,5,2,1,7,1,3,3,5,"sometimes",7,3,6,5,3,3,5,6,5,3,10,"often",5,4,1,6,7,1,2,6,6,7,24,"sometimes",5,6,5,6,4,3,1,3,3,5,1,2,5,2,5,7,4,"not_everyday",7,1,5,1,1,5,1,4,3,6,5,5,6,6,"regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",4,4,"sometimes","ind","hundreds","hundreds","few",1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,4,3,2,1,2,4,4,2,2,4,4,4,3,4,3,4,2,2,4,4,2,4,4,4,4,4,4,1,1,4,4,3,4,4,5,2,3,3,3,2,4,1,5,4,2,2,3,3,5,2,5,1,4,27,"high:mng/pro/self","mid/high"
81,"nf_rel",3,"no","<=highschool+tech","soc/beh","fl_edu","full","<=med","<=med","<=med",2,4,"no_car","apartment","rent","tv","no_tablet","no_blog/web",0,6,3,4,6,2,2,7,6,4,6,3,1,3,NA,3,7,3,"sometimes",6,6,7,5,2,6,5,2,6,2,2,"rarely",4,1,4,5,6,4,4,2,6,5,8,"rarely",6,6,7,5,3,4,1,5,4,6,2.81034482758621,3.14792899408284,4,1,4,4,5,"everyday",4,1,3,4,4,1,3,5,2,5,7,2,7,5,"regularly","never","regularly","sometimes","rarely","rarely","rarely",2,4,"regularly","ind","hundreds","hundreds","zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,0,2,4,4,0,1,2,1,4,4,4,0,4,2,0,4,4,2,4,4,4,4,4,5,1,1,5,2,5,5,5,4,3,2,4,3,2,4,1,1,4,4,5,1,2,4,2,4,1,1,23,"high:mng/pro/self","mid/high"
82,"nf_rel",4,"no","<=highschool+tech","soc/beh","fl_edu","flexible","high","high","don't_know",2,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,4,4,4,5,4,1,7,7,4,4,4,4,4,4,4,4,4,"sometimes",3,6,4,6,4,4,4,4,5,7,3,"sometimes",3,3,5,2,6,3,4,2,6,4,8,"rarely",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"not_everyday",4,4,7,2,2,5,2,4,4,7,5,6,6,5,"regularly","never","sometimes","rarely","sometimes","sometimes","rarely",3,3,"sometimes","ind","tens","tens","few",1,0,0,1,1,1,0,0,1,0,0,1,0,0,4,0,2,0,4,3,4,4,3,4,3,0,4,3,3,2,3,4,2,3,3,4,4,3,2,3,4,3,0,4,3,2,4,2,2,3,2,5,5,3,5,2,1,1,4,1,2,5,1,5,3,3,4,1,4,1,4,23,"high:mng/pro/self","mid/high"
83,"nf_rel",6,"no","MA+","law/biz/menag","fl_edu","no_job","high","high","high",1,4,"no_car","other","rent","tv","no_tablet","no_blog/web",3,4,1,7,1,7,1,7,7,5,5,5,4,6,NA,NA,7,1,"often",1,7,5,7,7,2,5,7,7,1,4,"often",4,7,4,4,4,4,1,6,7,4,9,"often",7,7,1,1,7,4,1,5,4,7,4,4,4,4,4,4,4,"everyday",1,1,5,1,1,1,1,1,1,7,6,7,5,1,"rarely","never","sometimes","sometimes","rarely","rarely","never",1,1,"never","no_sport","tens","few","zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,4,4,0,3,4,0,3,0,3,0,4,4,0,4,0,2,0,3,0,4,4,0,0,0,5,1,1,1,1,3,5,3,5,3,5,1,2,4,5,3,NA,5,2,5,4,5,5,1,5,3,5,25,"no_job","low"
84,"nf_rel",6,"no","<=highschool+tech","soc/beh","fl_edu","no_job","high","high","high",0,5,"no_car","apartment","own","tv","no_tablet","no_blog/web",1,6,6,6,6,3,3,7,6,5,6,6,2,5,NA,5,4,6,"sometimes",NA,3,6,2,4,5,3,5,5,6,8,"often",5,2,4,2,5,5,2,5,6,4,30,"often",6,6,6,5,3,6,4,6,5,7,2.81034482758621,3.14792899408284,5,5,6,5,6,"everyday",6,2,5,5,5,6,3,5,6,5,4,4,5,6,"rarely","rarely","sometimes","rarely","sometimes","rarely","rarely",4,2,"regularly","ind","hundreds","few","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,2,4,2,2,4,2,2,4,4,4,3,4,1,3,4,3,1,3,4,4,4,4,5,1,1,3,4,4,4,4,4,1,5,2,1,2,5,1,2,4,4,5,1,2,5,1,5,1,4,22,"no_job","low"
85,"single",7,"no","BA","human/lang","fl_edu","no_job","high","high","don't_know",0,2,"no_car","apartment","other","no_tv","tablet","blog/web",0,5,2,4,3,3,1,5,4,4,4,4,1,4,2,2,3,2,"often",6,5,6,5,4,2,2,6,4,5,6,"often",2,3,1,1,7,5,2,3,6,5,7,"often",6,7,7,6,3,6,1,4,4,5,1,2,6,2,3,4,4,"everyday",5,1,2,6,7,3,4,4,7,3,3,2,6,4,"rarely","never","regularly","regularly","rarely","never","never",1,1,"regularly","run","tens","few","zero",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,3,2,4,0,1,1,4,3,2,2,2,2,0,1,0,2,0,0,0,0,0,0,2,1,4,2,2,3,2,2,5,1,5,3,1,1,4,1,1,2,1,4,4,3,3,1,4,1,5,25,"no_job","low"
86,"single",19,"no","<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","high","don't_know",0,3,"no_car","apartment","rent","tv","no_tablet","no_blog/web",3,5,2,7,5,4,2,7,4,6,5,6,4,4,NA,4,4,1,"sometimes",5,3,7,5,5,5,5,5,6,1,5,"sometimes",3,5,5,7,7,2,4,5,7,4,16,"often",7,4,5,5,4,5,2,7,3,7,2.81034482758621,4,7,4,4,3,4,"everyday",4,6,5,4,3,1,1,4,1,2,7,5,6,7,"rarely","rarely","sometimes","rarely","rarely","never","never",1,2,"never","no_sport","tens","hundreds","few",0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,4,0,2,4,0,2,2,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,3,3,3,3,5,2,1,5,4,5,5,5,5,2,1,4,2,3,3,3,2,5,5,3,1,3,4,4,4,1,2,19,"no_job","low"
87,"nf_rel",15,"no","<=highschool+tech","soc/beh","fl_edu","no_job","<=med","high","high",1,3,"1car+","apartment","own","tv","tablet","no_blog/web",0,5,1,3,4,3,4,7,7,5,6,3,1,4,NA,2,3,1,"rarely",7,5,7,5,6,5,3,5,7,4,12,"sometimes",6,3,4,6,7,6,2,4,2,2,10,"sometimes",4,6,4,3,6,6,1,4,4,4,4,4,4,4,4,4,4,"everyday",4,3,4,5,5,5,5,5,5,4,5,4,4,7,"rarely","rarely","sometimes","rarely","rarely","sometimes","never",1,1,"sometimes","ind","tens","tens","zero",1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,3,3,3,3,0,4,2,4,1,4,4,3,4,4,4,4,4,2,4,4,3,0,4,4,4,4,4,5,1,1,5,5,4,5,5,4,2,4,1,1,1,5,1,1,5,3,1,4,3,5,2,5,2,4,23,"no_job","low"
88,"single",4,"no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","don't_know",1,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,3,2,1,2,3,6,6,4,2,20,"often",7,2,2,6,6,6,5,1,6,2,150,"rarely",4,5,5,1,1,1,1,1,3.65714285714286,4,2.81034482758621,3.14792899408284,1,1,1,1,7,"everyday",3,1,1,1,7,1,1,5,7,4,5,1,6,5,"regularly","never","regularly","sometimes","rarely","rarely","rarely",2,1,"regularly","ind","tens","few","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,4,2,2,3,4,2,1,4,4,4,0,4,2,4,0,0,0,4,0,4,4,0,0,4,4,1,2,2,3,3,3,4,4,2,4,3,2,2,5,1,1,4,1,5,2,4,5,3,5,1,5,22,"no_job","low"
89,"nf_rel",25,"yes","<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",NA,4,"no_car","other","family","tv","no_tablet","no_blog/web",1,1,5,4,1,4,1,7,6,1,1,1,1,1,NA,NA,1,1,"sometimes",6,3,7,7,5,5,6,7,5,4,3,"often",7,7,3,7,3,1,7,4,7,7,12,"rarely",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"everyday",1,7,7,1,7,7,7,7,7,7,1,7,7,7,"regularly","rarely","sometimes","sometimes","sometimes","rarely","rarely",3,3,"regularly","ind","hundreds","hundreds","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,4,0,1,4,4,0,0,0,1,4,4,4,0,4,0,4,4,4,0,4,4,4,4,4,3,1,4,4,3,3,4,4,4,4,3,2,4,1,4,1,4,3,1,1,3,4,4,1,3,3,5,24,NA,NA
90,"single",31,"no","<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",1,3,"no_car","apartment","rent","no_tv","no_tablet","blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sometimes",4,5,5,3,6,6,6,1,6,2,7,"often",3,5,5,6,5,7,6,2,6,7,10,"sometimes",6,6,6,2,3,2,1,5,2,5,2,2,2,2,4,4,6,"everyday",7,1,5,1,6,5,1,6,4,6,6,5,6,4,"regularly","rarely","regularly","sometimes",NA,"sometimes","rarely",5,3,"regularly","ind","tens","tens","few",1,0,0,1,0,1,0,0,1,0,0,1,1,0,4,2,4,4,3,3,4,3,4,4,4,2,4,3,4,2,4,4,3,4,3,3,4,4,2,4,4,4,3,4,3,1,3,4,4,3,4,4,4,4,4,3,2,3,4,2,3,4,1,3,3,3,4,2,4,2,3,31,"high:mng/pro/self","low"
91,"single",22,"no","<=highschool+tech","soc/beh","fl_edu","no_job","high","high","<=med",1,5,"1car+","apartment","family","tv","tablet","no_blog/web",3,5,2,5,1,3,3,7,6,6,6,3,4,5,6,2,6,1,"often",5,3,5,5,7,2,3,7,6,7,23,"often",3,6,3,6,5,1,7,7,7,4,15,"rarely",3,5,5,6,4,4,2,2,4,1,2.81034482758621,7,2,7,2,2,4.34517766497462,"everyday",5,5,5,5,7,1,2,1,2,1,6,1,1,7,"rarely","rarely","rarely","rarely","rarely","never","rarely",3,1,"sometimes","run","hundreds","hundreds","tens+",1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,4,4,1,4,1,2,4,4,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,3,5,5,3,4,3,2,2,2,2,2,1,4,5,1,1,1,3,4,2,5,1,2,22,"no_job","low"
93,"nf_rel",19,"yes","<=highschool+tech","soc/beh","fl_edu","no_job","high","<=med","high",0,4,"no_car","other","family","tv","no_tablet","no_blog/web",0,2,1,4,4,4,1,4,4,4,4,4,1,4,NA,NA,3,2,"sometimes",7,3,4,4,4,1,4,4,4,3,NA,"often",4,4,2,6,5,1,3,2,5,3,12,"often",5,4,2,6,4,4,1,6,3,3,2.81034482758621,3.14792899408284,4,4,4,7,4,"everyday",5,3,2,5,6,2,4,6,1,4,2,5,5,4,"rarely","never","sometimes","rarely","regularly","never","never",1,1,"regularly","run","hundreds","tens","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,2,4,4,4,2,1,2,2,4,4,4,0,4,0,4,3,4,0,4,4,4,4,4,5,2,1,5,4,5,5,3,4,2,2,1,4,5,5,1,5,4,5,1,1,2,5,1,4,2,2,24,"no_job","low"
94,"single",10,"no","MA+","soc/beh","no_fl_edu","full","<=med","<=med","<=med",4,3,"1car+","apartment","own","tv","no_tablet","no_blog/web",1,5,1,4,2,5,1,6,6,4,4,4,4,4,4,7,1,1,"sometimes",5,4,5,2,2,1,1,6,5,5,2,"sometimes",2,5,2,2,3,2,2,5,2,2,4,"sometimes",2,4,2,5,5,4,1,4,3,3,3,3,4,3,3,5,4,"everyday",4,2,4,4,7,4,6,4,4,7,4,5,6,4,"rarely","never","sometimes","rarely","sometimes","sometimes","never",1,1,"never","no_sport","hundreds","tens","few",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,2,2,1,3,2,4,3,4,3,4,1,0,2,3,3,1,4,0,3,1,4,4,4,0,4,3,4,0,3,2,2,2,3,3,3,4,3,4,2,3,1,4,3,4,1,2,3,2,5,3,4,4,3,3,2,4,35,NA,"mid/high"
95,"single",6,"no","MA+","human/lang","no_fl_edu","full","<=med","<=med","high",NA,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",0.5,5,1,6,3,6,1,6,4,4,4,4,3,4,NA,NA,NA,NA,"rarely",1,2,1,1,5,4,1,6,6,6,3,"often",1,6,6,2,3,4,1,7,3,5,8,"rarely",2,2,4,5,5,5,1,4,4,4.80568720379147,2.81034482758621,3.14792899408284,4,4,4,4,4.34517766497462,"not_everyday",2,1,2,1,2,1,1,2,1,2,6,4,5,5,"rarely","never","rarely","rarely","rarely","never","never",1,1,"sometimes","ind","hundreds","few","few",1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,4,4,4,4,4,0,4,3,0,4,0,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,1,1,5,5,5,5,5,5,2,2,1,4,5,5,1,5,5,5,5,1,2,4,4,5,1,2,30,"high:mng/pro/self",NA
98,"nf_rel",23,"yes","BA","soc/beh","fl_edu","flexible","high","high","high",3,4,"1car+","apartment","own","tv","tablet","blog/web",3,2,3,5,3,3,1,6,6,4,4,3,1,5,NA,5,5,3,"rarely",3,3,5,6,6,2,3,5,3,3,4,"often",7,5,3,7,6,1,7,5,7,2,43,"often",6,6,6,1,4,4,1,5,5,5,2,3,6,2,6,6,7,"everyday",5,5,5,2,4,2,2,7,2,6,2,2,6,7,"regularly","regularly","regularly","regularly","rarely","rarely","regularly",3,1,"regularly","ind","hundreds","hundreds","tens+",1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,3,3,4,4,1,4,2,4,4,4,4,4,4,2,3,4,4,3,4,4,4,4,4,NA,1,1,5,4,4,5,5,4,3,3,5,5,3,4,1,5,4,3,4,2,4,5,2,5,2,4,23,"high:mng/pro/self","mid/high"
100,"nf_rel",22,"no","<=highschool+tech","soc/beh","fl_edu","no_job","high","high","don't_know",1,4,"no_car","apartment","own","tv","no_tablet","blog/web",1,4,1,1,5,4,1,6,6,5,6,1,1,2,3,3,3,1,"rarely",6,5,7,4,2,4,2,2,5,7,3,"often",5,1,5,5,5,1,7,1,6,5,12,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"everyday",2,2,5,1,1,2,1,4,4,6,2,5,5,7,"rarely","rarely","sometimes","sometimes","sometimes","never","rarely",1,1,"sometimes","ind","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,3,2,2,0,2,4,4,0,3,1,2,4,3,4,0,4,0,0,4,4,3,4,4,4,4,4,5,1,1,5,4,5,5,5,5,4,4,5,4,2,5,1,5,4,4,1,1,4,4,2,4,1,4,21,"no_job","low"
101,"single",23,"no","BA","human/lang","fl_edu","no_job","don't_know","high","<=med",NA,3,"1car+","apartment","own","tv","no_tablet","no_blog/web",0,4,1,4,4,6,1,7,7,2,2,4,1,5,1,5,5,4,"sometimes",7,3,7,5,3,1,6,5,6,6,15,"often",6,2,7,7,4,4,7,3,5,7,15,"often",5,4,3,6,5,7,1,3,6,5,1,4,6,1,2,5,4,"everyday",7,4,5,1,6,2,1,5,1,6,4,4,6,7,"regularly","never","regularly","sometimes","sometimes","never","never",1,1,"sometimes","ind","hundreds","hundreds","zero",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,0,3,0,0,2,4,4,2,0,4,4,4,3,4,3,4,3,4,4,4,1,4,4,4,0,4,2,3,1,5,5,5,5,5,4,1,2,5,3,2,5,1,5,5,2,2,2,1,4,1,5,1,4,23,"no_job",NA
102,"single",3,"yes","<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",1,2,"no_car","other","rent","tv","no_tablet","no_blog/web",0.5,5,5,6,4,4,1,6,6,5,6,6,1,7,NA,7,5,7,"often",6,6,6,6,7,5,6,7,6,6,20,"often",5,7,7,5,6,5,7,5,6,7,40,"sometimes",5,3,5,4,3,5,1,6,2,7,2,3.14792899408284,4,1,5,6,4,"everyday",4,5,5,4,4,4,1,4,1,5,5,3,5,6,"regularly","rarely","sometimes","regularly","rarely","regularly","regularly",5,3,"regularly","ind","hundreds","hundreds","few",1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,2,4,4,4,4,1,3,4,4,3,4,4,4,4,3,4,3,3,3,2,4,4,3,4,4,3,4,4,4,1,1,4,4,4,2,4,3,4,4,4,2,1,5,1,1,5,2,5,3,2,5,2,4,1,4,21,"low:phys/sale/serv/assoc_pro","low"
103,"single",NA,"no","MA+","human/lang","fl_edu","part","<=med","high","<=med",1,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",7,6,NA,6,NA,NA,NA,NA,6,5,4,5,2,5,NA,NA,NA,NA,"sometimes",5,4,5,5,2,5,3,3,5,4,4,"often",3,3,2,6,5,3,6,4,6,4,50,"often",4,6,4,6,2,5,1,6,4,5,2.81034482758621,3.14792899408284,6,3,6,7,4,"everyday",5,3,6,3,3,6,2,6,2,6,5,6,5,6,"regularly","never","regularly","sometimes","rarely","sometimes","never",2,1,"sometimes","run","tens","few","zero",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,2,3,2,1,0,2,4,2,2,2,2,3,NA,4,2,4,2,0,4,4,4,3,4,3,4,4,2,3,2,2,2,3,3,3,4,2,4,2,2,2,2,2,2,4,2,4,3,2,4,2,2,2,4,NA,"low:phys/sale/serv/assoc_pro","low"
104,"single",24,"no","<=highschool+tech","STEM/med","fl_edu","no_job","high","high","high",0,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",0,1,1,4,2,4,1,6,6,4,4,3,1,5,1,4,3,2,"rarely",4,6,7,2,3,1,1,2,2,1,1,"often",6,3,2,6,6,2,5,1,5,5,15,"often",2,3,4,2,2,3,1,5,1,3,1,1,6,1,2,7,4,"everyday",6,3,6,2,4,2,2,4,4,7,4,4,7,6,"rarely","rarely","sometimes","sometimes","regularly","never","never",1,1,"sometimes","ind","hundreds","hundreds","zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,3,4,3,4,4,3,0,2,3,3,4,3,4,0,2,1,4,3,3,0,4,2,3,0,4,5,1,1,4,4,4,5,3,4,3,3,3,1,2,4,1,2,2,1,2,3,4,4,2,4,3,2,NA,"no_job","low"
105,"single",3,"no","<=highschool+tech","human/lang","fl_edu","flexible","high","high","<=med",0,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,1,1,4,6,3,1,6,7,5,5,1,1,5,4,4,1,1,"often",7,4,6,4,4,4,4,4,4,4,3,"often",6,4,4,7,7,1,6,3,5,6,20,"often",6,7,6,7,5,6,1,5,5,4,1,1,5,1,5,7,3,"everyday",6,1,6,1,3,5,1,4,2,6,2,6,5,6,"regularly","rarely","regularly","regularly","regularly","sometimes","never",1,1,"sometimes","ind","tens","tens","zero",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,4,4,4,4,1,4,3,0,1,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,1,1,1,2,4,1,1,3,4,1,5,1,1,1,2,1,1,2,1,4,4,1,3,1,4,2,5,22,"high:mng/pro/self","low"
106,"nf_rel",5,"no","<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",0,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,6,1,5,7,2,4,7,6,5,6,3,1,5,NA,1,6,1,"often",6,7,5,3,6,1,1,7,3,7,20,"often",6,6,3,6,7,1,5,4,7,3,8,"often",3,5,6,7,2,6,1,4,3.65714285714286,3,2.81034482758621,3.14792899408284,7,3.04210526315789,3,7,4.34517766497462,"everyday",6,7,7,3,4,1,2,5,3,5,3,5,5,6,"rarely","never","sometimes","sometimes","sometimes","never","never",1,1,"sometimes","ind","hundreds","tens","few",0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2,4,2,4,4,4,2,2,2,1,3,1,2,4,4,4,4,4,2,3,1,4,2,4,3,4,3,3,3,1,2,4,3,4,3,2,4,2,4,2,2,3,3,1,1,4,1,3,1,1,4,3,5,1,4,24,"low:phys/sale/serv/assoc_pro","low"
107,"nf_rel",4,"no","<=highschool+tech","soc/beh","fl_edu","no_job","high","high","high",2,4,"no_car","apartment","own","no_tv","no_tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rarely",6,7,2,5,1,6,4,4,6,4,5,"sometimes",7,2,1,3,6,2,5,4,4,7,7,"sometimes",2,4,1,7,4,4,1,2,1,3,1,1,4,1,2,7,4,"not_everyday",4,7,5,1,3,3,1,4,4,6,3,5,6,6,"regularly","rarely","regularly","sometimes","sometimes","never","never",1,1,"never","no_sport","hundreds","hundreds","few",0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,4,0,4,4,2,2,2,4,4,0,3,0,2,4,4,4,3,0,0,0,4,4,4,4,4,4,0,4,5,2,4,2,1,1,2,4,5,5,5,3,2,1,3,1,5,4,1,4,5,1,3,1,5,1,5,23,"no_job","mid/high"
